Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Amount
13673,56837,04-09-2024,Deposit,607962
13674,52824,01-12-2024,Deposit,884054
13675,53087,16-08-2025,Withdrawal,24339
13676,56595,02-03-2025,Deposit,828774
13677,54891,12-10-2025,Deposit,674682
13678,52564,08-01-2024,Deposit,549781
13679,52399,21-05-2026,Deposit,23013
13680,53909,17-12-2025,Deposit,687910
13681,55823,27-02-2026,Withdrawal,21442
13682,52504,16-03-2025,Withdrawal,964446
13683,57302,07-08-2024,Deposit,524602
13684,56422,14-08-2024,Deposit,24017
13685,54351,06-06-2025,Withdrawal,779306
13686,55056,13-03-2026,Withdrawal,31429
13687,55706,06-10-2025,Deposit,775640
13688,54105,30-10-2025,Withdrawal,27809
13689,56552,05-10-2025,Withdrawal,16435
13690,57267,12-06-2025,Withdrawal,8368
13691,50640,26-08-2023,Deposit,45246
13692,52133,31-07-2024,Deposit,136855
13693,56588,09-03-2024,Deposit,348407
13694,53874,23-10-2023,Deposit,29888
13695,56569,14-09-2024,Deposit,5725
13696,50317,23-03-2026,Deposit,7150
13697,52397,04-06-2025,Withdrawal,659
13698,52543,05-11-2025,Withdrawal,610902
13699,55223,28-12-2023,Deposit,879752
13700,56940,08-01-2026,Deposit,27953
13701,51924,26-05-2026,Withdrawal,23178
13702,55073,05-10-2024,Withdrawal,37218
13703,51605,20-11-2023,Withdrawal,6319
13704,57491,02-09-2024,Withdrawal,610
13705,52707,06-11-2025,Deposit,358904
13706,56330,23-03-2026,Withdrawal,438807
13707,52969,07-10-2023,Deposit,39041
13708,52216,11-12-2023,Deposit,962145
13709,57323,23-04-2026,Deposit,28379
13710,53105,05-10-2024,Deposit,981307
13711,57276,15-03-2024,Withdrawal,8077
13712,56965,08-11-2023,Deposit,965666
13713,52865,30-10-2023,Withdrawal,1657
13714,52236,13-05-2025,Deposit,9408
13715,54190,09-04-2026,Withdrawal,18084
13716,51234,29-08-2023,Deposit,664735
13717,50750,26-08-2025,Deposit,716675
13718,51433,14-02-2024,Deposit,8946
13719,57087,11-08-2023,Deposit,574736
13720,52137,20-11-2024,Withdrawal,27112
13721,56199,15-09-2023,Withdrawal,798435
13722,52798,07-01-2025,Withdrawal,19282
13723,55705,18-10-2024,Withdrawal,37481
13724,55084,11-01-2024,Withdrawal,40485
13725,51752,29-05-2024,Deposit,485888
13726,54755,26-11-2023,Deposit,27920
13727,51969,07-01-2025,Withdrawal,58500
13728,54219,17-05-2024,Deposit,152638
13729,57489,07-08-2025,Withdrawal,23732
13730,51808,04-10-2024,Withdrawal,559852
13731,54568,30-08-2025,Deposit,55222
13732,53428,22-06-2025,Deposit,21165
13733,53481,16-09-2024,Deposit,430054
13734,55572,15-04-2026,Withdrawal,432960
13735,50202,26-12-2025,Withdrawal,570274
13736,56874,19-05-2025,Deposit,4663
13737,51334,19-05-2024,Deposit,143305
13738,53775,14-02-2024,Withdrawal,2620
13739,55330,11-02-2026,Withdrawal,288103
13740,52999,24-03-2024,Withdrawal,850217
13741,51203,22-09-2024,Withdrawal,46791
13742,53832,13-08-2025,Withdrawal,17815
13743,50472,27-01-2025,Withdrawal,5014
13744,53148,15-10-2023,Withdrawal,46210
13745,53787,18-05-2024,Withdrawal,755556
13746,56051,05-10-2024,Deposit,65771
13747,56904,19-10-2024,Deposit,22061
13748,51555,09-07-2025,Withdrawal,296379
13749,51557,18-02-2026,Withdrawal,634297
13750,54790,03-08-2024,Withdrawal,95517
13751,53106,28-02-2026,Withdrawal,552889
13752,50147,17-10-2025,Deposit,350984
13753,50922,08-10-2024,Withdrawal,681675
13754,57263,27-05-2025,Withdrawal,472291
13755,53187,20-02-2026,Withdrawal,23625
13756,51533,06-10-2023,Deposit,153005
13757,55832,17-07-2024,Withdrawal,46971
13758,51830,17-06-2024,Deposit,16013
13759,51769,16-01-2024,Withdrawal,27760
13760,56573,10-12-2024,Withdrawal,46512
13761,55962,07-11-2023,Withdrawal,191373
13762,50630,08-06-2024,Deposit,979942
13763,54388,11-08-2025,Deposit,380588
13764,52184,19-04-2024,Withdrawal,16383
13765,56292,23-03-2024,Withdrawal,6160
13766,51569,06-12-2025,Withdrawal,799250
13767,54337,23-08-2023,Deposit,14516
13768,55068,19-12-2024,Withdrawal,47539
13769,53650,13-07-2024,Deposit,144499
13770,57425,13-03-2025,Withdrawal,955737
13771,50342,15-02-2025,Withdrawal,14859
13772,56742,19-11-2025,Deposit,247713
13773,51704,31-03-2026,Withdrawal,348515
13774,51765,23-10-2025,Withdrawal,9888
13775,56214,15-05-2025,Withdrawal,638067
13776,55380,10-03-2025,Deposit,24645
13777,53369,22-11-2024,Deposit,669876
13778,55597,19-06-2023,Withdrawal,39972
13779,54468,04-11-2023,Deposit,134874
13780,57288,19-04-2024,Withdrawal,456615
13781,53035,05-05-2024,Withdrawal,783452
13782,55748,15-07-2023,Deposit,39637
13783,51233,01-07-2025,Deposit,700275
13784,50100,27-07-2025,Withdrawal,996317
13785,50801,04-01-2025,Deposit,979379
13786,50039,02-01-2025,Withdrawal,12344
13787,52682,13-11-2025,Deposit,537667
13788,52959,22-10-2023,Deposit,627517
13789,50007,31-01-2026,Deposit,951196
13790,57397,03-05-2026,Deposit,33638
13791,55093,16-02-2026,Deposit,956974
13792,56359,21-01-2025,Withdrawal,182347
13793,57243,16-10-2023,Deposit,38577
13794,53522,08-12-2024,Deposit,10704
13795,52530,18-03-2026,Deposit,35699
13796,54072,03-08-2024,Withdrawal,29597
13797,55806,28-09-2023,Deposit,17485
13798,54008,19-08-2025,Withdrawal,566337
13799,55846,14-09-2023,Withdrawal,24121
13800,55537,21-12-2025,Deposit,592188
13801,51302,21-09-2025,Withdrawal,44474
13802,54853,21-05-2026,Withdrawal,49491
13803,55779,16-10-2023,Withdrawal,31151
13804,52076,14-02-2024,Deposit,33643
13805,54337,18-11-2024,Withdrawal,9396
13806,52549,15-08-2025,Withdrawal,861266
13807,53916,18-07-2025,Deposit,298307
13808,57190,18-09-2023,Deposit,11454
13809,51979,03-02-2024,Deposit,341698
13810,50938,17-07-2023,Withdrawal,182440
13811,56244,29-01-2025,Withdrawal,11838
13812,51391,23-06-2023,Withdrawal,967097
13813,55123,04-10-2025,Deposit,6682
13814,53232,21-06-2025,Withdrawal,18254
13815,53923,26-01-2024,Deposit,17910
13816,50749,12-06-2026,Withdrawal,668131
13817,51766,15-06-2026,Deposit,17947
13818,55894,31-05-2025,Deposit,604322
13819,54581,18-05-2026,Withdrawal,22405
13820,56677,18-11-2024,Deposit,39731
13821,54244,17-09-2023,Deposit,8905
13822,52587,18-03-2026,Withdrawal,17256
13823,57027,16-04-2025,Deposit,1409
13824,52151,31-03-2026,Withdrawal,944908
13825,54269,28-02-2026,Withdrawal,898800
13826,57457,31-08-2025,Deposit,184140
13827,52085,22-02-2024,Withdrawal,693297
13828,52620,05-12-2025,Withdrawal,111056
13829,51332,30-01-2026,Withdrawal,452503
13830,53184,25-12-2023,Withdrawal,618684
13831,51594,14-03-2026,Withdrawal,323017
13832,56582,19-05-2024,Withdrawal,858566
13833,55505,25-02-2024,Deposit,9458
13834,54057,10-07-2024,Deposit,43114
13835,56514,01-02-2025,Deposit,237846
13836,51563,26-05-2026,Deposit,954829
13837,55556,09-12-2023,Withdrawal,47748
13838,56447,10-12-2023,Deposit,32246
13839,53158,24-11-2024,Deposit,47930
13840,50684,07-09-2023,Withdrawal,4680
13841,51483,20-07-2023,Withdrawal,226678
13842,51693,30-11-2024,Deposit,19351
13843,54590,12-02-2026,Withdrawal,48228
13844,50365,27-06-2025,Withdrawal,709630
13845,50860,20-08-2024,Deposit,392931
13846,52345,21-05-2024,Deposit,279238
13847,50926,07-08-2023,Withdrawal,616929
13848,51860,13-05-2024,Withdrawal,247953
13849,53764,24-08-2023,Withdrawal,22666
13850,53034,18-03-2025,Deposit,716802
13851,54589,25-12-2023,Withdrawal,15691
13852,56365,13-04-2024,Deposit,23602
13853,57062,15-05-2024,Deposit,37327
13854,57219,05-02-2025,Deposit,399781
13855,52205,15-08-2025,Withdrawal,365592
13856,54494,29-02-2024,Deposit,14874
13857,50321,02-08-2025,Deposit,576093
13858,57462,23-04-2024,Withdrawal,1286
13859,50332,15-11-2024,Withdrawal,5657
13860,54799,04-02-2026,Withdrawal,738445
13861,53657,10-06-2025,Deposit,137193
13862,50485,04-10-2023,Deposit,275246
13863,56638,09-09-2023,Withdrawal,5795
13864,53346,10-02-2026,Withdrawal,24133
13865,53100,19-11-2023,Withdrawal,248371
13866,54303,02-03-2024,Withdrawal,771888
13867,56268,22-11-2025,Deposit,101425
13868,54478,16-05-2024,Deposit,20446
13869,51145,27-07-2025,Withdrawal,1412
13870,56068,18-09-2024,Deposit,46497
13871,52354,04-10-2023,Deposit,689660
13872,53567,19-11-2023,Deposit,1502
13873,56816,13-09-2024,Withdrawal,155873
13874,54212,30-05-2025,Deposit,5271
13875,50439,19-01-2024,Withdrawal,42371
13876,52137,16-07-2023,Deposit,23122
13877,50430,17-05-2026,Withdrawal,919250
13878,51705,24-05-2026,Deposit,16066
13879,50270,06-03-2024,Deposit,521804
13880,53915,13-09-2023,Deposit,994072
13881,50109,31-08-2025,Withdrawal,65454
13882,51999,23-03-2024,Withdrawal,91919
13883,51486,24-10-2023,Withdrawal,46572
13884,54477,30-08-2025,Withdrawal,29959
13885,53718,15-07-2023,Withdrawal,305867
13886,53022,03-06-2026,Withdrawal,46220
13887,50672,30-06-2023,Deposit,11441
13888,51612,28-02-2025,Withdrawal,47494
13889,54833,23-01-2025,Withdrawal,565998
13890,50333,26-10-2024,Withdrawal,48427
13891,53725,13-12-2025,Withdrawal,754790
13892,51799,16-01-2024,Withdrawal,25293
13893,56419,04-02-2025,Withdrawal,20177
13894,53479,06-09-2025,Deposit,29243
13895,55886,02-11-2023,Withdrawal,13197
13896,55721,15-04-2025,Deposit,41235
13897,51132,18-06-2023,Withdrawal,46682
13898,56625,16-01-2025,Withdrawal,641989
13899,51333,23-02-2026,Withdrawal,45672
13900,57051,07-04-2024,Withdrawal,9996
13901,51484,19-08-2025,Withdrawal,802356
13902,55657,14-08-2023,Deposit,28826
13903,54809,26-03-2024,Withdrawal,229152
13904,55415,07-09-2025,Deposit,170767
13905,51882,19-07-2024,Deposit,106840
13906,56330,15-02-2025,Deposit,248477
13907,51806,05-05-2025,Withdrawal,675987
13908,57380,18-04-2024,Deposit,2459
13909,56892,14-06-2025,Deposit,44956
13910,50850,23-04-2025,Deposit,17079
13911,56808,10-06-2026,Deposit,429592
13912,55312,12-05-2024,Deposit,35164
13913,50910,26-04-2026,Deposit,3993
13914,52316,29-12-2024,Deposit,675832
13915,57408,24-07-2025,Withdrawal,810309
13916,50645,22-02-2024,Withdrawal,429830
13917,50793,02-08-2025,Deposit,22060
13918,54032,22-12-2025,Deposit,31408
13919,50477,09-01-2024,Withdrawal,488382
13920,51074,01-05-2024,Deposit,4025
13921,50988,26-09-2023,Withdrawal,28482
13922,52758,13-05-2025,Withdrawal,18266
13923,54161,06-02-2024,Withdrawal,29370
13924,55130,27-08-2025,Withdrawal,928819
13925,53670,14-07-2024,Deposit,41222
13926,52552,21-06-2023,Deposit,151276
13927,51726,08-07-2025,Deposit,12930
13928,52936,24-07-2024,Deposit,16780
13929,51274,25-09-2023,Withdrawal,2894
13930,56842,24-12-2023,Withdrawal,4711
13931,55059,25-03-2025,Deposit,875026
13932,53857,01-12-2025,Deposit,36239
13933,50592,17-10-2023,Deposit,212441
13934,51491,16-09-2024,Withdrawal,691
13935,51066,01-08-2024,Withdrawal,48827
13936,56484,10-12-2024,Withdrawal,282320
13937,57371,28-01-2026,Withdrawal,17998
13938,54215,14-02-2026,Deposit,598507
13939,53395,03-03-2025,Deposit,92354
13940,55526,06-03-2026,Deposit,17072
13941,53460,17-08-2025,Deposit,26556
13942,55803,13-07-2025,Withdrawal,38476
13943,56026,21-05-2026,Withdrawal,29456
13944,54270,29-09-2023,Deposit,3865
13945,56913,21-02-2026,Withdrawal,53636
13946,57496,11-08-2023,Withdrawal,215867
13947,52894,15-04-2025,Deposit,33145
13948,54407,14-11-2025,Withdrawal,237575
13949,52184,16-04-2024,Deposit,8125
13950,51050,01-04-2026,Deposit,44423
13951,57192,24-02-2026,Withdrawal,3795
13952,56027,20-04-2026,Withdrawal,686959
13953,57287,22-06-2025,Withdrawal,38770
13954,56307,14-09-2024,Withdrawal,78586
13955,52292,20-09-2025,Withdrawal,30316
13956,53497,02-05-2025,Withdrawal,36516
13957,54057,13-07-2024,Withdrawal,31480
13958,57426,18-12-2023,Withdrawal,20502
13959,53943,21-08-2025,Deposit,377638
13960,52765,22-05-2024,Deposit,42073
13961,50523,08-05-2025,Withdrawal,442600
13962,53938,25-08-2023,Deposit,27027
13963,51764,26-04-2025,Deposit,181817
13964,51332,18-04-2026,Withdrawal,823599
13965,54502,17-12-2024,Withdrawal,1261
13966,56588,02-10-2025,Withdrawal,531466
13967,51405,28-12-2024,Withdrawal,7808
13968,55031,06-08-2024,Withdrawal,573677
13969,55529,07-06-2024,Withdrawal,32091
13970,55197,18-12-2025,Deposit,32142
13971,54812,04-10-2024,Withdrawal,29094
13972,56078,11-04-2026,Withdrawal,335688
13973,55542,09-11-2024,Withdrawal,43291
13974,56583,26-09-2024,Deposit,12432
13975,52488,06-02-2025,Withdrawal,41943
13976,54873,15-05-2025,Deposit,17074
13977,51990,22-03-2025,Deposit,37519
13978,51345,18-11-2023,Withdrawal,22709
13979,52277,16-08-2023,Withdrawal,37689
13980,51081,27-07-2024,Deposit,43842
13981,52518,29-04-2026,Withdrawal,31271
13982,52011,30-03-2025,Deposit,3263
13983,51510,17-04-2026,Deposit,566538
13984,55646,10-09-2023,Withdrawal,43094
13985,53264,08-09-2023,Deposit,38907
13986,57222,15-03-2026,Withdrawal,851
13987,55665,19-10-2023,Deposit,46946
13988,53024,18-08-2023,Deposit,39085
13989,55108,25-05-2025,Deposit,736801
13990,55342,02-06-2026,Deposit,557094
13991,52834,05-01-2025,Deposit,742587
13992,55373,08-08-2025,Withdrawal,16038
13993,52902,06-01-2024,Deposit,30570
13994,56552,07-04-2026,Withdrawal,8682
13995,54568,22-09-2023,Withdrawal,782441
13996,51363,27-07-2023,Deposit,533698
13997,56885,23-08-2023,Deposit,28976
13998,52222,16-11-2024,Withdrawal,49119
13999,50208,27-05-2026,Deposit,13762
14000,53471,29-07-2024,Withdrawal,918398
14001,53076,16-03-2025,Deposit,22877
14002,51007,01-01-2025,Deposit,463076
14003,56766,10-10-2023,Deposit,764051
14004,56154,07-11-2023,Deposit,14820
14005,52479,05-04-2025,Withdrawal,914162
14006,57254,04-04-2026,Deposit,20490
14007,57498,28-05-2025,Withdrawal,641919
14008,57363,28-06-2025,Deposit,4645
14009,54806,25-05-2026,Withdrawal,254491
14010,55892,30-10-2023,Withdrawal,21662
14011,55247,12-08-2023,Withdrawal,13263
14012,54515,23-05-2025,Withdrawal,4300
14013,54787,12-09-2023,Deposit,30762
14014,51239,21-09-2023,Withdrawal,769703
14015,53292,05-12-2024,Deposit,3483
14016,50401,22-10-2024,Deposit,16141
14017,56668,13-02-2026,Deposit,43100
14018,51395,21-12-2025,Deposit,12084
14019,55969,10-10-2023,Deposit,605513
14020,53210,13-12-2025,Withdrawal,332869
14021,52092,09-12-2023,Deposit,17599
14022,56945,30-06-2025,Withdrawal,1850
14023,53372,31-01-2025,Withdrawal,24265
14024,50074,09-12-2025,Withdrawal,310434
14025,56894,20-09-2024,Deposit,29356
14026,51100,21-09-2024,Withdrawal,572603
14027,57235,31-05-2024,Deposit,615984
14028,54139,22-12-2025,Withdrawal,40708
14029,52998,28-01-2026,Withdrawal,2121
14030,54063,28-07-2023,Withdrawal,40367
14031,53168,28-11-2025,Deposit,27290
14032,50638,19-05-2026,Withdrawal,2342
14033,54955,27-01-2026,Withdrawal,777692
14034,53137,16-07-2023,Deposit,270454
14035,55833,19-08-2024,Deposit,25973
14036,54194,01-02-2025,Withdrawal,31034
14037,50192,25-05-2026,Withdrawal,938052
14038,52952,13-12-2023,Withdrawal,725723
14039,52424,03-11-2024,Deposit,229804
14040,56391,04-03-2025,Withdrawal,8022
14041,54487,31-01-2024,Withdrawal,322613
14042,52865,18-06-2023,Withdrawal,22620
14043,51441,11-04-2024,Withdrawal,939170
14044,50610,09-03-2024,Withdrawal,690541
14045,54847,26-12-2024,Deposit,165487
14046,51487,07-06-2026,Withdrawal,3175
14047,57041,23-06-2024,Deposit,283368
14048,50640,25-03-2025,Deposit,16113
14049,53660,26-09-2025,Deposit,744
14050,55499,13-06-2024,Deposit,7359
14051,51436,23-09-2023,Withdrawal,41414
14052,57145,03-07-2024,Withdrawal,22399
14053,52535,13-06-2025,Withdrawal,16699
14054,54211,24-02-2025,Deposit,33739
14055,56124,30-01-2024,Withdrawal,102355
14056,50482,18-12-2023,Withdrawal,187393
14057,55375,07-09-2023,Withdrawal,30983
14058,54388,14-11-2023,Deposit,342683
14059,55737,04-03-2026,Deposit,17454
14060,50792,12-09-2025,Withdrawal,43962
14061,53636,13-09-2023,Deposit,877383
14062,50860,17-10-2025,Deposit,235033
14063,51294,12-10-2024,Deposit,297630
14064,55797,14-03-2024,Deposit,295301
14065,51725,05-04-2025,Deposit,257976
14066,50628,23-07-2023,Deposit,827160
14067,54968,14-05-2026,Withdrawal,22954
14068,55841,29-10-2025,Withdrawal,34820
14069,55773,24-06-2024,Withdrawal,274609
14070,55423,17-05-2024,Withdrawal,17669
14071,54269,20-02-2025,Withdrawal,945622
14072,53351,15-11-2025,Deposit,44126
14073,55435,07-08-2024,Deposit,200244
14074,56505,15-10-2023,Withdrawal,871175
14075,53391,06-08-2025,Withdrawal,14568
14076,55483,18-05-2025,Withdrawal,29671
14077,50785,30-04-2025,Withdrawal,628323
14078,52066,11-04-2026,Withdrawal,22293
14079,54220,20-02-2024,Deposit,4071
14080,52568,17-08-2025,Withdrawal,46126
14081,50302,25-11-2025,Deposit,5149
14082,55139,07-08-2024,Deposit,48983
14083,53974,23-10-2024,Deposit,33542
14084,53544,08-09-2024,Withdrawal,543815
14085,52098,23-02-2024,Deposit,100100
14086,55301,25-02-2026,Withdrawal,6583
14087,51415,07-08-2023,Withdrawal,790899
14088,53176,16-06-2023,Deposit,397588
14089,51103,21-05-2024,Deposit,41717
14090,51347,25-10-2025,Withdrawal,293541
14091,51393,22-07-2024,Withdrawal,352319
14092,54177,11-05-2025,Withdrawal,27337
14093,55146,03-11-2024,Withdrawal,25228
14094,56267,14-02-2025,Withdrawal,37552
14095,54860,31-05-2024,Deposit,816894
14096,50697,09-08-2025,Withdrawal,34579
14097,54692,02-07-2023,Deposit,528955
14098,54415,14-07-2023,Deposit,770884
14099,56830,06-12-2023,Deposit,32457
14100,52519,27-09-2025,Withdrawal,21494
14101,53684,15-10-2023,Withdrawal,579886
14102,50444,16-04-2025,Deposit,9575
14103,51995,08-06-2026,Withdrawal,334244
14104,56608,11-01-2025,Deposit,5165
14105,52236,06-02-2026,Withdrawal,28671
14106,51454,09-11-2023,Deposit,923720
14107,51754,12-04-2024,Deposit,26494
14108,53428,25-12-2025,Withdrawal,21517
14109,52869,03-02-2025,Withdrawal,977737
14110,50086,27-05-2026,Withdrawal,48398
14111,56624,08-07-2025,Withdrawal,33606
14112,53794,01-07-2025,Withdrawal,25146
14113,57332,19-07-2025,Withdrawal,992665
14114,51822,06-09-2023,Deposit,47333
14115,56491,27-05-2026,Withdrawal,2302
14116,54671,14-04-2024,Deposit,6925
14117,53063,04-07-2025,Withdrawal,29008
14118,54715,09-03-2026,Deposit,8535
14119,57153,24-04-2026,Deposit,221565
14120,52036,25-11-2024,Withdrawal,21211
14121,50328,26-02-2024,Deposit,859099
14122,52651,26-07-2025,Withdrawal,993810
14123,56649,13-02-2026,Withdrawal,33241
14124,55659,10-08-2024,Withdrawal,3772
14125,55695,13-04-2024,Deposit,5724
14126,56276,04-03-2025,Withdrawal,904030
14127,54323,17-03-2025,Deposit,21317
14128,52625,07-08-2025,Deposit,439804
14129,50355,15-05-2025,Deposit,47553
14130,54351,14-01-2024,Deposit,39577
14131,57298,08-01-2025,Withdrawal,24449
14132,51523,06-03-2024,Deposit,611445
14133,51286,31-08-2025,Deposit,709765
14134,50673,02-10-2025,Deposit,20236
14135,53475,30-12-2023,Deposit,879350
14136,52627,04-02-2024,Withdrawal,14025
14137,56862,05-02-2024,Deposit,32282
14138,55974,17-10-2023,Deposit,956359
14139,53846,04-11-2025,Deposit,380758
14140,54623,24-03-2025,Deposit,238168
14141,51835,20-08-2025,Deposit,23648
14142,52985,19-11-2024,Withdrawal,590872
14143,56681,10-09-2024,Deposit,1661
14144,56015,11-07-2024,Deposit,49085
14145,53576,31-05-2024,Withdrawal,11876
14146,53096,26-09-2025,Deposit,18500
14147,51737,24-01-2025,Deposit,757189
14148,50437,30-12-2024,Deposit,12093
14149,53169,13-04-2025,Deposit,824523
14150,56136,31-01-2025,Deposit,30635
14151,54626,19-11-2024,Withdrawal,465229
14152,50179,19-05-2025,Withdrawal,458207
14153,53719,17-08-2025,Deposit,74407
14154,51837,04-09-2025,Deposit,81400
14155,54754,18-10-2025,Deposit,784816
14156,51137,14-10-2025,Deposit,92260
14157,51834,04-03-2026,Withdrawal,26896
14158,56460,14-06-2025,Withdrawal,11965
14159,52008,18-07-2023,Withdrawal,958023
14160,53777,26-10-2024,Deposit,943936
14161,50100,25-02-2025,Withdrawal,718225
14162,56128,29-06-2025,Withdrawal,639
14163,53208,19-08-2025,Withdrawal,752614
14164,50470,15-12-2024,Deposit,13259
14165,55707,13-01-2025,Withdrawal,28324
14166,50846,08-12-2023,Deposit,15937
14167,55043,25-02-2025,Withdrawal,68939
14168,51051,08-11-2024,Deposit,29780
14169,53711,02-11-2024,Withdrawal,989555
14170,56316,05-02-2024,Deposit,941230
14171,55885,03-06-2024,Deposit,27519
14172,52224,16-10-2023,Withdrawal,339212
14173,50366,15-01-2024,Withdrawal,15910
14174,55056,26-06-2023,Withdrawal,48525
14175,52749,13-10-2025,Withdrawal,24326
14176,55015,31-08-2024,Deposit,169578
14177,51586,09-04-2026,Deposit,39234
14178,51472,24-02-2025,Deposit,3041
14179,51023,11-11-2024,Deposit,869229
14180,56183,12-03-2026,Withdrawal,39799
14181,53667,01-05-2025,Withdrawal,14272
14182,54056,27-07-2023,Withdrawal,44185
14183,50667,14-10-2024,Withdrawal,775613
14184,54023,15-02-2025,Deposit,149424
14185,50712,01-12-2024,Withdrawal,952798
14186,55101,25-01-2026,Withdrawal,34959
14187,52360,08-12-2025,Withdrawal,139139
14188,54442,15-11-2025,Withdrawal,694512
14189,53447,31-08-2024,Deposit,18350
14190,55630,19-08-2024,Withdrawal,44247
14191,52161,26-08-2025,Deposit,673033
14192,51896,23-06-2024,Deposit,36451
14193,54836,27-01-2026,Deposit,514280
14194,51607,27-03-2026,Deposit,480875
14195,54299,24-02-2026,Withdrawal,46047
14196,56267,25-10-2023,Deposit,22024
14197,51131,03-02-2026,Deposit,31929
14198,53155,12-11-2023,Withdrawal,614813
14199,55356,30-03-2025,Withdrawal,316865
14200,54485,24-07-2025,Withdrawal,508892
14201,56765,06-07-2023,Deposit,404920
14202,57266,22-07-2025,Deposit,1592
14203,50020,23-08-2025,Deposit,382522
14204,50793,31-07-2023,Deposit,7655
14205,54281,04-10-2024,Deposit,44186
14206,52758,11-04-2025,Withdrawal,7939
14207,54743,27-04-2026,Deposit,183886
14208,54794,02-07-2025,Withdrawal,8830
14209,52716,04-02-2026,Withdrawal,894913
14210,51947,12-05-2024,Deposit,234627
14211,51316,15-08-2025,Deposit,518166
14212,54429,20-12-2023,Withdrawal,9114
14213,50244,08-12-2023,Withdrawal,3282
14214,53776,16-05-2026,Withdrawal,565636
14215,51389,02-08-2024,Withdrawal,502
14216,53253,08-04-2024,Deposit,15219
14217,50279,05-02-2026,Withdrawal,46666
14218,51143,16-09-2023,Deposit,49798
14219,54490,14-06-2026,Deposit,159450
14220,53640,30-01-2026,Deposit,446620
14221,50154,30-11-2025,Withdrawal,287542
14222,51466,21-12-2023,Withdrawal,328975
14223,51365,29-12-2024,Deposit,882184
14224,51004,29-01-2026,Withdrawal,363182
14225,54699,14-02-2024,Withdrawal,267544
14226,50899,29-07-2025,Deposit,192360
14227,55416,12-08-2023,Deposit,31742
14228,51581,09-06-2024,Withdrawal,10973
14229,54382,21-09-2023,Withdrawal,16855
14230,57088,11-06-2026,Withdrawal,284337
14231,56714,02-03-2026,Deposit,5996
14232,56526,27-01-2026,Deposit,6637
14233,50229,26-02-2024,Deposit,38515
14234,50405,03-01-2024,Deposit,576393
14235,54796,10-06-2025,Withdrawal,43797
14236,50330,31-12-2023,Deposit,960640
14237,55968,23-02-2026,Deposit,719104
14238,54243,29-09-2023,Withdrawal,40665
14239,50889,05-08-2025,Withdrawal,912544
14240,57209,16-05-2026,Withdrawal,49888
14241,50053,23-04-2025,Withdrawal,481377
14242,53286,21-04-2025,Deposit,6928
14243,52844,11-04-2025,Deposit,34259
14244,54451,02-02-2025,Withdrawal,634192
14245,54699,27-02-2024,Withdrawal,873040
14246,56637,20-07-2024,Withdrawal,24772
14247,51551,13-04-2026,Withdrawal,4186
14248,54459,20-07-2024,Withdrawal,443840
14249,54719,03-11-2025,Deposit,37239
14250,50037,13-07-2024,Deposit,704042
14251,51587,25-12-2024,Deposit,137083
14252,55804,27-07-2024,Withdrawal,18450
14253,52864,01-07-2024,Deposit,578196
14254,54120,17-04-2024,Deposit,336582
14255,56211,17-07-2024,Deposit,24589
14256,55610,15-08-2025,Withdrawal,16698
14257,50602,11-07-2023,Withdrawal,32655
14258,55929,27-07-2023,Deposit,22477
14259,51823,15-07-2024,Withdrawal,569044
14260,57355,22-11-2024,Deposit,31327
14261,50376,31-10-2023,Deposit,40287
14262,51028,31-05-2024,Withdrawal,217509
14263,53976,24-12-2023,Withdrawal,334381
14264,51748,13-08-2023,Deposit,13584
14265,52850,26-09-2023,Withdrawal,36687
14266,52149,12-03-2026,Deposit,29324
14267,56805,18-11-2024,Deposit,6179
14268,56840,31-05-2024,Deposit,739831
14269,53897,18-01-2025,Withdrawal,97232
14270,56434,24-12-2025,Withdrawal,23837
14271,50352,20-02-2026,Deposit,161363
14272,50009,12-05-2025,Withdrawal,41511
14273,52575,08-03-2024,Deposit,514011
14274,54967,11-05-2026,Deposit,19490
14275,55734,11-09-2025,Deposit,18582
14276,53211,23-06-2024,Withdrawal,729876
14277,54105,05-08-2024,Deposit,20995
14278,52358,02-04-2025,Withdrawal,5261
14279,54352,09-07-2025,Deposit,634088
14280,50963,11-09-2024,Withdrawal,929827
14281,55619,09-02-2026,Withdrawal,13159
14282,52376,04-05-2026,Deposit,563818
14283,54152,03-12-2025,Deposit,45320
14284,55958,02-09-2023,Withdrawal,40837
14285,56805,19-07-2023,Withdrawal,20044
14286,53496,31-07-2025,Deposit,414968
14287,57396,07-10-2024,Withdrawal,479176
14288,56973,04-07-2025,Deposit,31769
14289,52757,21-03-2025,Withdrawal,30016
14290,55821,20-04-2026,Deposit,334430
14291,50494,17-03-2024,Deposit,38194
14292,57462,08-08-2023,Deposit,1926
14293,51077,24-04-2026,Withdrawal,25023
14294,54974,23-10-2025,Deposit,2879
14295,50683,17-09-2023,Withdrawal,26917
14296,50212,05-12-2025,Withdrawal,3621
14297,51033,29-12-2025,Withdrawal,748883
14298,55063,09-10-2025,Deposit,475526
14299,51981,25-10-2024,Deposit,792
14300,54420,12-02-2024,Deposit,473713
14301,56200,25-10-2023,Withdrawal,38969
14302,53397,07-11-2024,Withdrawal,35052
14303,52783,08-11-2025,Deposit,45086
14304,53157,17-04-2024,Withdrawal,47403
14305,54463,17-08-2025,Deposit,529175
14306,54306,24-12-2025,Withdrawal,4553
