Account_ID,Customer_ID,Branch_ID,Account_Type,Balance,Opening_Date
51861,12246,109,Savings,91767,20-02-2023
51862,13926,106,Savings,1137712,12-02-2020
51863,12250,107,Savings,1623822,26-06-2020
51864,14114,108,Current,1690070,21-05-2021
51865,10263,102,Current,1494479,14-06-2017
51866,10305,101,Current,1275340,08-11-2017
51867,12085,108,Savings,46397,24-06-2017
51868,11636,109,Savings,1411154,15-07-2024
51869,12876,108,Savings,195568,02-03-2020
51870,13556,103,Current,1858147,06-10-2021
51871,13673,107,Current,39297,04-09-2025
51872,12288,104,Current,330149,21-09-2024
51873,10486,107,Current,327112,28-07-2023
51874,12781,105,Current,919432,03-12-2016
51875,11507,105,Savings,318180,15-02-2025
51876,14759,106,Current,47682,05-04-2022
51877,10552,101,Savings,1773410,08-10-2020
51878,13549,102,Savings,66151,02-07-2016
51879,14318,105,Current,146436,20-02-2022
51880,12283,104,Savings,461897,31-08-2018
51881,13912,109,Current,914460,20-10-2019
51882,13134,102,Current,430820,16-07-2021
51883,11388,109,Savings,66667,25-12-2024
51884,10073,102,Current,699694,17-05-2022
51885,13723,108,Savings,356546,03-09-2019
51886,10153,105,Savings,842019,12-03-2021
51887,12310,109,Current,910366,17-04-2025
51888,12945,109,Current,1979788,10-06-2021
51889,11396,109,Current,1363355,28-07-2018
51890,14865,105,Current,587572,24-12-2023
51891,10708,107,Savings,1699721,09-05-2017
51892,13089,105,Savings,1469316,01-07-2021
51893,14313,101,Current,280912,11-04-2026
51894,14458,101,Savings,963551,22-12-2019
51895,10769,100,Savings,380907,10-04-2017
51896,10356,108,Savings,1069821,23-12-2025
51897,10341,108,Savings,1466500,14-10-2018
51898,12695,103,Savings,293181,21-01-2017
51899,13748,107,Savings,1507700,15-08-2017
51900,11500,103,Savings,1299012,19-04-2025
51901,13957,100,Savings,989889,30-07-2016
51902,11925,107,Savings,387804,11-10-2016
51903,13226,101,Savings,95916,17-05-2019
51904,11209,106,Savings,1293225,03-03-2023
51905,14424,100,Savings,96653,15-04-2017
51906,14758,105,Savings,665276,23-05-2019
51907,13676,103,Savings,42851,19-12-2024
51908,12238,103,Savings,1535745,09-09-2016
51909,14431,108,Savings,48526,20-02-2020
51910,13455,101,Savings,532754,11-03-2020
51911,13562,102,Savings,106848,07-12-2025
51912,14920,106,Savings,1059845,24-01-2024
51913,10465,107,Savings,1194941,07-02-2017
51914,10245,106,Savings,99606,12-04-2026
51915,11436,108,Savings,1004678,29-07-2024
51916,13325,101,Savings,1992962,19-03-2019
51917,14190,100,Savings,1265201,02-10-2016
51918,12952,105,Savings,63391,14-11-2022
51919,13468,102,Current,1563456,07-04-2019
51920,12287,108,Savings,1033252,12-10-2025
51921,12858,102,Savings,29776,14-07-2017
51922,13851,109,Savings,285914,13-12-2016
51923,10389,105,Savings,198737,26-03-2017
51924,11603,107,Savings,126901,20-01-2024
51925,10844,109,Savings,218061,21-12-2022
51926,11489,104,Current,262653,01-07-2019
51927,13044,105,Savings,208459,21-07-2024
51928,10513,108,Current,35129,14-06-2024
51929,13809,102,Current,334305,25-05-2025
51930,10949,101,Savings,479628,13-10-2022
51931,10825,109,Current,1262746,18-12-2016
51932,13389,104,Savings,421792,18-04-2022
51933,14562,102,Savings,909445,07-04-2026
51934,12251,108,Current,489851,23-05-2023
51935,14022,105,Savings,1884460,28-06-2024
51936,12396,109,Current,1760466,02-03-2025
51937,11633,107,Current,38453,16-09-2017
51938,13431,108,Current,840979,22-04-2024
51939,10370,100,Current,323305,04-07-2025
51940,13898,106,Current,247678,19-06-2024
51941,11405,106,Current,1518538,08-05-2024
51942,13425,105,Savings,581886,28-12-2016
51943,13695,107,Savings,1479213,21-05-2026
51944,14383,109,Savings,397235,10-12-2022
51945,12745,107,Current,422361,15-01-2019
51946,14727,107,Savings,332839,03-09-2017
51947,13198,103,Current,1509153,29-07-2024
51948,11681,104,Savings,151414,07-08-2023
51949,13658,100,Savings,1448400,17-06-2019
51950,14137,102,Current,847917,06-12-2024
51951,10407,101,Current,1512317,17-10-2022
51952,13435,109,Savings,283024,11-06-2017
51953,11810,102,Current,1690656,27-03-2021
51954,10441,105,Savings,781403,14-06-2017
51955,14038,106,Current,340047,03-07-2019
51956,10513,105,Current,74239,20-09-2023
51957,11244,104,Savings,335874,16-03-2021
51958,11175,103,Current,1408977,10-09-2016
51959,13597,106,Current,219886,07-01-2018
51960,11541,108,Savings,369098,12-04-2019
51961,13270,104,Current,360950,28-05-2018
51962,10760,102,Savings,1894141,02-08-2020
51963,14831,102,Current,1756403,31-03-2021
51964,10872,107,Savings,149772,27-10-2023
51965,13060,102,Savings,306341,11-03-2024
51966,10502,103,Savings,74066,06-09-2022
51967,14685,102,Current,1355658,07-07-2021
51968,10187,103,Current,63719,28-02-2018
51969,11652,102,Current,1745993,21-06-2023
51970,14170,101,Savings,52449,26-03-2020
51971,13813,104,Current,312476,20-12-2023
51972,14763,102,Current,305654,23-05-2023
51973,13099,100,Savings,1650025,23-09-2016
51974,13556,101,Current,1417535,30-01-2024
51975,13050,105,Savings,1832290,19-07-2019
51976,10578,105,Savings,224398,25-04-2025
51977,10377,103,Savings,286131,02-07-2020
51978,13680,101,Savings,733612,29-11-2023
51979,13504,103,Current,1830805,11-04-2021
51980,13979,106,Savings,769174,25-10-2017
51981,14352,107,Savings,456920,29-10-2018
51982,14994,102,Savings,419925,08-01-2024
51983,12318,107,Current,1765980,24-07-2019
51984,12689,100,Current,1844710,10-01-2020
51985,11154,103,Current,814313,23-02-2019
51986,10431,108,Savings,1578433,24-11-2023
51987,12169,101,Current,1703198,21-10-2024
51988,14418,101,Current,1509770,07-05-2024
51989,13411,107,Savings,1399846,22-12-2023
51990,12817,103,Savings,1685277,22-07-2016
51991,10384,107,Current,1100566,16-04-2021
51992,12944,105,Current,57123,09-01-2017
51993,10756,102,Current,85524,14-08-2016
51994,11508,108,Savings,828279,16-12-2024
51995,13647,106,Current,1762546,30-12-2020
51996,12306,103,Savings,578400,22-09-2025
51997,14792,103,Current,1135943,06-05-2022
51998,14762,102,Savings,939352,27-07-2018
51999,11208,104,Current,1893336,10-04-2020
52000,14695,104,Savings,652816,14-08-2021
52001,10645,101,Current,1692007,26-02-2023
52002,10758,105,Savings,1055495,07-01-2017
52003,14223,106,Current,1594524,10-02-2024
52004,10148,102,Savings,60347,02-08-2023
52005,10200,102,Current,1168881,29-10-2025
52006,13178,109,Current,932701,07-07-2023
52007,11346,102,Current,871665,17-10-2021
52008,10492,109,Current,407553,12-03-2025
52009,14430,109,Current,1691863,14-09-2020
52010,12577,109,Savings,1130600,10-05-2020
52011,11958,102,Savings,963137,21-01-2021
52012,12423,106,Savings,1097489,01-05-2024
52013,13553,109,Current,1562212,11-03-2018
52014,11793,108,Current,617549,20-03-2026
52015,14713,100,Current,478886,15-02-2019
52016,12623,103,Current,67847,28-02-2017
52017,14176,102,Savings,98463,15-07-2020
52018,13500,107,Current,1552683,16-06-2025
52019,10255,107,Current,863978,22-04-2017
52020,14702,107,Savings,84654,21-04-2019
52021,11666,107,Current,419857,24-03-2023
52022,11122,108,Current,66757,05-12-2017
52023,13112,108,Savings,1481755,09-02-2025
52024,10940,104,Savings,1763930,04-03-2022
52025,11766,102,Savings,985556,20-01-2021
52026,14522,108,Current,222535,16-01-2022
52027,13533,109,Current,420644,03-12-2025
52028,13251,106,Current,340084,23-06-2023
52029,10003,105,Current,1096549,21-11-2025
52030,14973,109,Savings,604264,30-10-2022
52031,13685,107,Current,1096830,09-01-2025
52032,11135,107,Current,234789,26-07-2020
52033,11336,105,Savings,805040,26-10-2018
52034,10166,101,Savings,642546,13-04-2019
52035,12085,105,Current,20231,23-11-2016
52036,13221,102,Savings,72130,02-12-2022
52037,10715,101,Savings,1235164,23-04-2021
52038,12332,103,Current,455687,06-11-2023
52039,14786,109,Current,778755,25-08-2019
52040,12549,101,Current,81847,13-12-2021
52041,12181,106,Current,859462,17-07-2023
52042,13110,104,Current,294715,09-11-2024
52043,12877,101,Savings,474276,31-10-2021
52044,12351,100,Savings,1402459,24-09-2020
52045,10137,101,Current,92156,07-11-2024
52046,13992,102,Current,60621,13-09-2024
52047,14629,103,Savings,49862,25-05-2022
52048,13989,106,Current,603771,13-03-2018
52049,11916,109,Current,274359,15-01-2019
52050,13386,101,Current,192871,27-02-2023
52051,14848,101,Current,79976,02-10-2021
52052,14115,100,Savings,1976110,18-11-2025
52053,12934,103,Current,279233,21-07-2019
52054,11014,102,Current,1580404,16-01-2022
52055,11318,109,Current,1891424,19-06-2018
52056,12779,106,Savings,256449,01-06-2019
52057,12511,109,Current,1704135,25-03-2019
52058,10776,109,Current,62723,13-04-2021
52059,11582,102,Savings,467095,29-01-2020
52060,14482,109,Savings,872450,27-02-2024
52061,10506,100,Savings,1220308,03-06-2023
52062,10856,103,Savings,1351777,02-10-2023
52063,12232,103,Savings,1066097,11-06-2025
52064,11643,104,Current,1076730,29-11-2016
52065,11577,104,Savings,851290,20-10-2023
52066,12153,102,Savings,382232,24-02-2017
52067,14306,102,Savings,146034,28-05-2020
52068,13073,101,Current,804505,11-11-2017
52069,14483,102,Savings,87292,29-01-2020
52070,12099,107,Current,503225,27-07-2023
52071,11471,100,Current,372909,04-11-2017
52072,14047,105,Current,19004,23-12-2024
52073,13344,104,Current,1939673,22-04-2022
52074,14423,100,Savings,59956,09-10-2017
52075,11881,106,Current,1829491,03-04-2022
52076,14645,108,Savings,854650,17-10-2023
52077,12846,103,Savings,188767,10-08-2018
52078,11298,108,Savings,95569,18-11-2021
52079,12428,100,Savings,85457,29-07-2020
52080,10516,106,Savings,1943610,09-04-2019
52081,10268,109,Savings,522295,27-09-2017
52082,12609,107,Savings,865275,19-08-2021
52083,10889,101,Savings,677849,01-07-2021
52084,10210,101,Current,1043176,12-03-2026
52085,11689,107,Current,400672,28-10-2020
52086,13852,100,Current,432156,05-04-2023
52087,14872,104,Savings,1310639,24-12-2023
52088,10427,106,Savings,311803,04-08-2025
52089,11286,104,Current,402119,21-07-2016
52090,10445,109,Savings,506975,25-07-2024
52091,11960,109,Savings,1002032,01-04-2020
52092,11390,106,Savings,473623,05-11-2021
52093,12064,104,Current,33584,26-01-2022
52094,13434,101,Current,1109079,25-06-2019
52095,13420,103,Savings,243240,27-04-2021
52096,14682,101,Savings,518400,21-07-2024
52097,13557,109,Savings,606782,25-07-2016
52098,11476,107,Current,352911,26-02-2017
52099,11461,106,Savings,78859,10-05-2024
52100,14303,108,Savings,1877097,18-02-2025
52101,12289,102,Savings,1415451,27-02-2019
52102,11824,104,Current,38783,23-03-2023
52103,13414,101,Savings,1030643,02-01-2022
52104,10080,100,Current,14242,20-01-2026
52105,11878,107,Current,18400,20-06-2016
52106,13228,106,Savings,149783,12-09-2025
52107,11753,103,Savings,817407,11-07-2023
52108,11845,109,Current,285803,04-01-2021
52109,13317,103,Savings,378516,18-06-2024
52110,11768,100,Current,1608536,27-06-2017
52111,14845,102,Savings,1360673,29-11-2021
52112,14884,106,Savings,1835323,16-07-2022
52113,11624,104,Savings,1098864,22-03-2025
52114,13869,100,Savings,1757359,04-05-2021
52115,11256,102,Savings,337432,20-10-2022
52116,13605,105,Current,107351,14-09-2022
52117,10251,100,Current,10183,01-05-2018
52118,12905,100,Savings,905193,11-01-2017
52119,11578,106,Current,1672594,04-07-2018
52120,13184,105,Current,388008,14-04-2024
52121,12104,105,Savings,753369,02-09-2017
52122,14205,104,Current,1787874,05-07-2023
52123,14397,107,Current,470240,07-05-2022
52124,10602,100,Current,312681,15-05-2018
52125,13753,108,Current,383354,16-11-2019
52126,13486,106,Current,900305,27-11-2018
52127,10806,107,Current,1277226,29-01-2026
52128,11184,103,Savings,947735,03-12-2021
52129,14941,100,Current,83988,23-02-2020
52130,10676,106,Current,271173,20-03-2024
52131,11111,105,Current,1937810,21-04-2018
52132,13549,101,Savings,27991,08-04-2020
52133,11143,101,Current,380920,12-03-2025
52134,14413,102,Savings,1248428,16-12-2020
52135,12630,106,Savings,1263853,20-04-2017
52136,13792,108,Savings,1723648,04-07-2017
52137,11677,101,Savings,1546479,06-01-2025
52138,14111,103,Savings,309095,24-01-2019
52139,11611,107,Savings,141317,23-05-2018
52140,14407,105,Savings,717564,27-08-2016
52141,13154,100,Savings,557808,17-11-2022
52142,13036,101,Savings,93468,05-12-2018
52143,11737,106,Current,324513,27-04-2021
52144,14457,107,Savings,330197,22-05-2026
52145,14944,107,Savings,294892,02-04-2025
52146,10207,100,Savings,1941549,30-04-2019
52147,11341,106,Current,335468,12-07-2020
52148,13593,104,Savings,1962624,02-05-2022
52149,10153,104,Savings,1251762,14-12-2023
52150,10048,109,Savings,249935,18-11-2019
52151,12686,101,Current,101842,13-09-2017
52152,11075,100,Savings,1905756,06-04-2021
52153,10477,104,Current,261093,24-11-2023
52154,10555,103,Savings,227048,23-10-2018
52155,14576,104,Savings,1115707,24-01-2025
52156,10520,102,Savings,1655513,14-06-2024
52157,10707,101,Current,1322286,07-04-2019
52158,13017,103,Current,38123,02-04-2017
52159,13903,106,Current,821157,03-06-2020
52160,13139,109,Savings,594746,25-10-2017
52161,11187,103,Current,354354,29-12-2025
52162,12635,105,Current,177787,06-07-2022
52163,10997,103,Current,97993,04-03-2019
52164,10170,103,Savings,1231448,19-03-2017
52165,13171,102,Savings,99834,10-05-2018
52166,10041,106,Savings,675360,25-04-2022
52167,10722,108,Current,22158,22-12-2021
52168,12474,109,Savings,803502,20-12-2025
52169,11797,106,Savings,1256193,23-06-2017
52170,10226,102,Current,1783348,21-04-2024
52171,13596,104,Current,69764,05-04-2020
52172,10475,109,Savings,992397,20-10-2023
52173,13887,103,Current,295122,07-09-2020
52174,14273,109,Current,465898,26-11-2022
52175,10846,100,Current,1676152,19-01-2022
52176,14453,107,Savings,37847,29-10-2024
52177,12763,108,Savings,1289106,28-02-2022
52178,11119,108,Savings,1068340,19-12-2017
52179,10199,101,Current,1007483,13-02-2024
52180,12693,107,Current,1630614,31-05-2018
52181,12158,105,Savings,837096,08-04-2019
52182,12080,101,Savings,291398,10-10-2019
52183,12798,102,Current,992451,14-06-2020
52184,11410,101,Savings,25553,07-07-2018
52185,12978,100,Current,278165,16-12-2022
52186,13010,109,Savings,1302726,13-09-2017
52187,11408,100,Savings,1895963,13-12-2025
52188,11594,108,Current,214158,26-06-2017
52189,10381,104,Savings,1449467,18-01-2024
52190,11589,106,Savings,463564,20-05-2021
52191,10473,107,Current,268557,29-05-2022
52192,10582,109,Current,902416,10-06-2024
52193,14280,105,Current,490383,23-06-2016
52194,13875,108,Savings,131212,07-10-2023
52195,12596,109,Savings,57761,05-05-2022
52196,13886,100,Savings,314924,13-02-2025
52197,14239,101,Current,23349,19-10-2024
52198,12467,103,Savings,191250,21-05-2018
52199,12011,103,Savings,885798,18-04-2018
52200,13722,106,Current,875641,05-02-2021
52201,13687,101,Savings,556722,19-03-2017
52202,11990,100,Savings,1132672,06-01-2023
52203,14377,109,Current,1114005,01-04-2025
52204,13704,103,Savings,51771,14-06-2019
52205,14014,109,Current,1461450,13-04-2020
52206,14736,101,Savings,804366,29-03-2025
52207,11550,104,Savings,999038,23-07-2024
52208,13085,108,Savings,1110029,12-01-2022
52209,13363,101,Current,79696,29-08-2020
52210,11771,109,Current,1312876,27-05-2025
52211,13173,102,Current,183998,28-11-2018
52212,14794,101,Savings,310921,10-11-2016
52213,11585,105,Savings,45857,17-08-2020
52214,13316,105,Current,66360,19-11-2022
52215,14161,108,Current,331925,25-02-2017
52216,12099,101,Current,1046886,30-10-2024
52217,11934,102,Current,1580669,20-01-2018
52218,13418,108,Savings,1535929,08-01-2025
52219,12049,105,Current,348193,10-05-2023
52220,14731,103,Savings,451387,29-11-2018
52221,10065,105,Current,442568,13-01-2024
52222,14867,101,Savings,290230,18-11-2017
52223,10343,104,Savings,736883,09-10-2020
52224,10463,102,Current,841806,03-09-2025
52225,14941,104,Savings,64045,27-04-2021
52226,11676,107,Savings,1079100,23-04-2019
52227,13511,102,Current,707789,18-05-2020
52228,10141,106,Savings,245544,18-04-2018
52229,14241,106,Current,261377,15-05-2019
52230,11371,106,Current,541108,05-05-2023
52231,11679,109,Current,661310,16-08-2018
52232,14412,105,Savings,616983,24-05-2021
52233,10454,108,Savings,319376,20-02-2019
52234,11639,105,Current,707863,24-06-2020
52235,11980,105,Savings,27659,02-07-2016
52236,13197,104,Savings,241511,11-03-2021
52237,14360,101,Savings,347952,01-02-2026
52238,14198,106,Savings,1681252,30-10-2017
52239,10865,102,Savings,1180014,30-11-2017
52240,11807,105,Current,1069569,23-08-2020
52241,11628,104,Current,1419630,08-01-2019
52242,12945,102,Current,1604420,12-11-2021
52243,14441,105,Savings,55926,21-11-2024
52244,11355,103,Current,1739237,12-01-2019
52245,14944,107,Savings,1600137,01-07-2016
52246,14637,109,Current,1997016,06-02-2022
52247,10909,108,Savings,1224276,27-02-2026
52248,13727,106,Savings,1100526,14-12-2017
52249,11104,101,Savings,19375,18-01-2019
52250,13433,106,Savings,309156,05-10-2018
52251,14655,107,Savings,255051,29-05-2024
52252,13522,108,Savings,1663068,22-11-2019
52253,12125,106,Current,1116957,26-03-2019
52254,11482,101,Savings,76935,02-04-2018
52255,10026,100,Savings,1300565,16-03-2018
52256,11645,100,Current,111710,18-02-2018
52257,11830,106,Savings,1694867,05-01-2018
52258,12154,103,Savings,28353,03-02-2018
52259,12110,101,Current,205940,12-05-2018
52260,13267,103,Current,1988931,20-06-2020
52261,14076,106,Current,303856,13-09-2023
52262,13061,104,Current,38093,01-01-2025
52263,12425,103,Current,942634,31-12-2023
52264,11768,100,Current,276286,12-01-2018
52265,10910,102,Savings,687994,12-08-2023
52266,13949,100,Current,86522,16-12-2018
52267,11544,109,Current,548510,31-05-2022
52268,14978,105,Current,1526635,15-09-2023
52269,12230,101,Savings,1079928,28-05-2024
52270,13450,107,Current,426219,28-06-2018
52271,13386,100,Savings,479605,18-09-2024
52272,13346,104,Current,1557559,04-10-2020
52273,13016,102,Current,290099,30-03-2018
52274,12596,102,Savings,46770,21-04-2021
52275,11508,100,Current,292949,03-09-2025
52276,10902,107,Savings,408925,07-11-2022
52277,11400,104,Current,18318,23-03-2024
52278,10513,108,Savings,41088,23-01-2019
52279,13075,106,Current,1551390,17-01-2024
52280,13251,107,Current,148807,29-08-2016
52281,13521,103,Current,1133752,14-03-2017
52282,11432,100,Current,425103,03-01-2025
52283,11535,105,Current,1099947,11-08-2017
52284,14582,109,Savings,1167255,20-03-2017
52285,10017,106,Savings,569894,24-02-2026
52286,11581,103,Current,304417,20-03-2021
52287,11403,102,Savings,1876911,19-04-2020
52288,14962,107,Savings,114984,03-04-2026
52289,12469,106,Current,54281,06-06-2026
52290,14058,101,Savings,361906,09-02-2020
52291,12930,103,Current,1127861,28-07-2021
52292,10146,108,Savings,1399889,10-05-2021
52293,11093,100,Current,485186,18-05-2020
52294,13514,104,Savings,602100,18-03-2022
52295,11524,108,Current,286486,24-10-2017
52296,11723,109,Current,1349476,05-05-2025
52297,14163,102,Savings,271759,03-05-2025
52298,13194,108,Current,1270536,19-01-2019
52299,13441,100,Current,46552,07-04-2022
52300,10321,103,Savings,721813,28-06-2018
52301,11593,105,Savings,394093,29-10-2017
52302,11766,104,Savings,371363,18-03-2018
52303,10956,101,Current,54899,02-09-2019
52304,10426,101,Current,1543053,02-03-2018
52305,12832,104,Savings,294680,26-08-2017
52306,11835,108,Savings,964558,05-10-2019
52307,12337,102,Current,1199527,14-04-2025
52308,10074,105,Current,640489,05-10-2025
52309,10903,107,Savings,1778658,18-04-2026
52310,14996,100,Current,1602624,23-08-2016
52311,12762,106,Savings,55606,02-07-2023
52312,12057,104,Savings,58202,10-05-2023
52313,12546,102,Current,1352825,09-05-2026
52314,14100,108,Current,238435,04-06-2017
52315,13754,103,Current,1908771,19-10-2018
52316,12935,101,Current,1039211,09-01-2019
52317,12488,104,Savings,254614,29-04-2026
52318,11759,105,Current,586887,15-12-2020
52319,14167,103,Current,1257769,27-05-2020
52320,12960,104,Savings,952757,29-09-2023
52321,13604,101,Current,1345633,16-10-2017
52322,10004,101,Savings,584104,24-07-2019
52323,14168,106,Savings,1170257,28-01-2018
52324,11853,106,Current,64326,18-06-2024
52325,13245,107,Savings,288961,05-10-2016
52326,10808,107,Current,492646,19-12-2020
52327,10797,107,Current,1985933,21-08-2021
52328,13921,102,Savings,50342,04-09-2024
52329,13215,106,Savings,1785157,10-02-2019
52330,12364,100,Current,823256,16-10-2021
52331,12360,105,Current,265089,15-08-2017
52332,13228,102,Savings,151975,15-08-2022
52333,12740,107,Savings,1764138,20-07-2024
52334,13903,101,Current,668335,27-09-2024
52335,10561,107,Current,38482,01-08-2025
52336,12349,109,Current,1179258,07-02-2018
52337,13408,103,Savings,260079,29-05-2017
52338,10194,101,Savings,1406848,28-04-2022
52339,13678,108,Savings,1477919,24-10-2022
52340,14051,104,Savings,66379,18-01-2020
52341,13038,103,Current,697776,14-05-2018
52342,11142,106,Savings,755818,27-02-2018
52343,11401,107,Savings,20668,09-08-2020
52344,10993,101,Current,289247,10-01-2025
52345,12489,107,Current,1366665,20-12-2023
52346,11320,108,Current,1714415,14-11-2018
52347,11320,103,Current,662296,12-10-2016
52348,11126,108,Current,817837,12-06-2019
52349,13175,101,Current,135345,27-08-2023
52350,14653,100,Current,1269660,24-06-2022
52351,12613,108,Savings,1476063,10-03-2025
52352,13687,103,Current,237596,10-10-2023
52353,10497,109,Current,27201,08-10-2023
52354,12475,101,Current,1214333,22-05-2017
52355,11867,101,Savings,993508,10-10-2020
52356,14535,104,Savings,1352142,24-05-2022
52357,13908,109,Savings,1215539,08-12-2025
52358,11305,103,Savings,516252,10-06-2024
52359,10891,105,Savings,1126661,27-08-2022
52360,14617,108,Current,494306,10-07-2025
52361,11135,101,Savings,227866,02-04-2023
52362,12045,106,Current,402421,31-12-2017
52363,14352,100,Savings,1139705,01-10-2019
52364,12534,106,Current,74887,14-06-2026
52365,13991,109,Savings,212934,22-04-2025
52366,11740,109,Savings,704725,13-07-2017
52367,10623,102,Current,726182,21-10-2024
52368,11040,100,Current,564117,28-10-2017
52369,10952,107,Savings,1178611,31-12-2020
52370,14979,103,Savings,94817,05-01-2023
52371,12499,108,Savings,1706737,22-01-2026
52372,14698,104,Current,248998,13-07-2019
52373,10171,106,Current,154654,19-09-2019
52374,10650,107,Savings,1670267,08-12-2025
52375,11267,107,Savings,590263,06-02-2019
52376,13043,101,Current,1329286,29-11-2019
52377,13184,104,Current,276855,24-12-2016
52378,14649,103,Current,118444,01-11-2018
52379,12645,108,Savings,754405,07-12-2016
52380,13650,100,Current,268374,10-06-2018
52381,10955,108,Savings,208171,22-01-2019
52382,10662,107,Current,1110964,25-01-2024
52383,10970,108,Current,1119870,06-03-2021
52384,14250,102,Current,598842,18-11-2018
52385,11096,107,Current,413445,15-11-2017
52386,12420,104,Savings,333708,20-02-2017
52387,11003,107,Savings,365321,09-07-2016
52388,11910,109,Current,1435398,21-08-2016
52389,11683,107,Savings,490030,31-10-2016
52390,13018,100,Savings,742701,02-04-2021
52391,13024,109,Current,434105,30-04-2025
52392,14222,103,Current,88501,21-01-2021
52393,10378,108,Current,723628,14-11-2024
52394,11640,105,Current,201602,11-02-2022
52395,10335,104,Savings,33751,02-02-2021
52396,11146,100,Savings,859425,02-07-2021
52397,12084,107,Savings,573989,21-09-2017
52398,10167,108,Current,1978471,08-05-2022
52399,12842,109,Savings,314406,21-09-2022
52400,12560,102,Savings,445337,26-09-2019
52401,12918,104,Current,1010292,08-06-2019
52402,12927,101,Savings,146607,12-02-2019
52403,10503,105,Savings,740925,24-10-2022
52404,14782,101,Current,933625,28-10-2021
52405,14754,105,Savings,35477,22-01-2018
52406,13632,103,Current,769545,31-03-2021
52407,13092,104,Savings,313903,18-10-2021
52408,12511,106,Savings,669483,23-09-2020
52409,14733,106,Savings,1106865,13-06-2021
52410,14785,106,Savings,60137,08-05-2021
52411,11811,106,Savings,725119,03-06-2025
52412,12074,107,Savings,12604,05-04-2020
52413,11123,102,Savings,14023,05-10-2023
52414,11075,104,Current,367779,13-09-2024
52415,14557,107,Savings,130091,06-07-2019
52416,13699,101,Current,1508472,07-09-2017
52417,10571,101,Current,549164,22-10-2022
52418,10690,100,Current,1179992,15-04-2022
52419,11545,103,Current,496076,18-01-2021
52420,14540,102,Current,295360,13-11-2016
52421,11574,100,Savings,442525,02-03-2023
52422,12114,104,Savings,265916,05-10-2025
52423,12402,107,Savings,969551,02-06-2026
52424,12387,105,Current,909786,20-05-2018
52425,14977,100,Current,44732,30-01-2026
52426,10528,100,Savings,1650329,03-02-2021
52427,14245,106,Savings,1864892,21-08-2018
52428,10024,104,Savings,694357,04-08-2018
52429,11442,101,Current,316855,24-09-2024
52430,10406,100,Savings,576010,06-09-2025
52431,10155,109,Savings,497265,17-07-2016
52432,14644,107,Savings,632221,13-07-2020
52433,13126,100,Current,191159,08-07-2021
52434,13700,100,Savings,581269,24-12-2018
52435,10005,108,Current,1598459,18-06-2025
52436,11861,103,Current,1848707,31-08-2020
52437,11751,104,Current,266268,12-09-2020
52438,14960,109,Current,38910,05-09-2019
52439,14629,102,Current,97440,10-07-2023
52440,11309,106,Savings,79230,29-07-2017
52441,10846,104,Current,1517048,17-02-2021
52442,14215,109,Savings,1844995,26-12-2025
52443,14234,103,Current,287071,22-01-2025
52444,11341,109,Savings,153609,07-03-2018
52445,12536,104,Savings,1199960,11-06-2017
52446,10501,100,Savings,313869,05-11-2016
52447,10295,107,Current,673573,02-10-2017
52448,11946,106,Current,1565992,23-03-2024
52449,11770,103,Current,1602280,03-09-2018
52450,11549,107,Current,994297,25-10-2019
52451,11449,108,Savings,333694,03-01-2023
52452,14199,109,Savings,1409861,21-02-2020
52453,11720,109,Current,974879,07-07-2025
52454,14250,108,Current,1846574,03-10-2022
52455,12074,104,Current,38023,04-09-2025
52456,13840,109,Savings,1597267,03-05-2024
52457,12526,106,Savings,1302291,10-05-2021
52458,10978,102,Current,93416,25-04-2024
52459,14894,107,Savings,688082,25-06-2025
52460,14734,108,Current,21109,18-08-2025
52461,11058,102,Savings,1693770,17-12-2019
52462,10707,107,Current,1316633,12-10-2021
52463,10424,107,Current,1062457,16-06-2024
52464,13916,102,Current,1895551,13-11-2024
52465,14702,104,Current,20427,13-04-2025
52466,14257,100,Current,1027222,05-03-2022
52467,10820,109,Savings,1973792,05-03-2020
52468,11327,105,Current,481457,15-03-2026
52469,13706,104,Savings,1941046,17-08-2020
52470,10831,101,Current,1070948,07-03-2018
52471,12125,101,Savings,1814795,11-08-2020
52472,10025,102,Current,825456,25-01-2026
52473,10471,109,Current,610882,11-10-2018
52474,11776,105,Savings,1533643,26-07-2019
52475,14993,104,Savings,64627,07-12-2022
52476,14762,104,Savings,718384,06-04-2019
52477,12635,102,Savings,367007,28-12-2017
52478,14927,100,Current,330713,11-05-2024
52479,13520,109,Current,685377,27-11-2021
52480,10651,105,Current,704333,04-03-2020
52481,14474,109,Current,274744,31-03-2022
52482,11087,108,Savings,476792,05-07-2024
52483,13378,103,Current,55124,14-02-2025
52484,11751,109,Current,1640917,24-08-2021
52485,11632,109,Savings,409961,15-11-2022
52486,12393,107,Current,1294809,28-08-2017
52487,10376,101,Current,205191,09-10-2020
52488,11823,109,Savings,967487,24-05-2017
52489,11114,108,Current,608588,25-07-2020
52490,13726,102,Savings,1164221,24-02-2021
52491,14674,109,Current,970992,02-03-2025
52492,12324,106,Current,588915,20-08-2021
52493,14661,106,Current,436196,15-09-2018
52494,12568,107,Current,394982,05-05-2024
52495,12536,101,Current,1395875,18-05-2017
52496,14983,107,Savings,225384,13-06-2023
52497,11044,109,Savings,494077,19-10-2020
52498,14052,105,Savings,36895,10-02-2025
